PrimaryKey,id,description,value,valueUnitOfMeasure,sourceTimeStamp
BREADBLAST06_Temperature236.93Celsius,BREADBLAST06_Temperature,Temperature,236.93,Celsius,2023-04-30T18:43:20
BREADBLAST06_Temperature236.81Celsius,BREADBLAST06_Temperature,Temperature,236.81,Celsius,2023-04-30T18:44:30
BREADBLAST06_Temperature236.72Celsius,BREADBLAST06_Temperature,Temperature,236.72,Celsius,2023-04-30T18:50:00
BREADBLAST06_Temperature236.76Celsius,BREADBLAST06_Temperature,Temperature,236.76,Celsius,2023-04-30T18:50:10
BREADBLAST06_Temperature236.69Celsius,BREADBLAST06_Temperature,Temperature,236.69,Celsius,2023-04-30T18:50:40
BREADBLAST06_Temperature236.66Celsius,BREADBLAST06_Temperature,Temperature,236.66,Celsius,2023-04-30T18:50:50
BREADBLAST06_Temperature236.64Celsius,BREADBLAST06_Temperature,Temperature,236.64,Celsius,2023-04-30T18:51:00
BREADBLAST06_Temperature236.6Celsius,BREADBLAST06_Temperature,Temperature,236.6,Celsius,2023-04-30T18:51:10
BREADBLAST06_Temperature236.57Celsius,BREADBLAST06_Temperature,Temperature,236.57,Celsius,2023-04-30T18:51:30
BREADBLAST06_Temperature236.56Celsius,BREADBLAST06_Temperature,Temperature,236.56,Celsius,2023-04-30T18:51:40
BREADBLAST06_Temperature236.52Celsius,BREADBLAST06_Temperature,Temperature,236.52,Celsius,2023-04-30T18:51:50
BREADBLAST06_Temperature236.47Celsius,BREADBLAST06_Temperature,Temperature,236.47,Celsius,2023-04-30T18:52:00
BREADBLAST06_Temperature236.5Celsius,BREADBLAST06_Temperature,Temperature,236.5,Celsius,2023-04-30T18:52:10
BREADBLAST06_Temperature236.49Celsius,BREADBLAST06_Temperature,Temperature,236.49,Celsius,2023-04-30T18:52:20
BREADBLAST06_Temperature236.51Celsius,BREADBLAST06_Temperature,Temperature,236.51,Celsius,2023-04-30T18:52:50
BREADBLAST06_Temperature236.48Celsius,BREADBLAST06_Temperature,Temperature,236.48,Celsius,2023-04-30T18:53:00
BREADBLAST06_Temperature236.46Celsius,BREADBLAST06_Temperature,Temperature,236.46,Celsius,2023-04-30T18:53:10
BREADBLAST06_Temperature236.45Celsius,BREADBLAST06_Temperature,Temperature,236.45,Celsius,2023-04-30T18:53:40
BREADBLAST06_Temperature236.42Celsius,BREADBLAST06_Temperature,Temperature,236.42,Celsius,2023-04-30T18:53:50
BREADBLAST06_Temperature236.43Celsius,BREADBLAST06_Temperature,Temperature,236.43,Celsius,2023-04-30T18:54:00
BREADBLAST06_Temperature236.41Celsius,BREADBLAST06_Temperature,Temperature,236.41,Celsius,2023-04-30T18:54:10
BREADBLAST06_Temperature236.37Celsius,BREADBLAST06_Temperature,Temperature,236.37,Celsius,2023-04-30T18:54:20
BREADBLAST06_Temperature236.39Celsius,BREADBLAST06_Temperature,Temperature,236.39,Celsius,2023-04-30T18:56:10
BREADBLAST06_Temperature236.4Celsius,BREADBLAST06_Temperature,Temperature,236.4,Celsius,2023-04-30T18:56:20
BREADBLAST06_Temperature236.38Celsius,BREADBLAST06_Temperature,Temperature,236.38,Celsius,2023-04-30T18:56:50
BREADBLAST06_Temperature236.34Celsius,BREADBLAST06_Temperature,Temperature,236.34,Celsius,2023-04-30T18:57:10
BREADBLAST06_Temperature236.33Celsius,BREADBLAST06_Temperature,Temperature,236.33,Celsius,2023-04-30T18:57:20
BREADBLAST06_Temperature236.29Celsius,BREADBLAST06_Temperature,Temperature,236.29,Celsius,2023-04-30T18:57:40
BREADBLAST06_Temperature236.26Celsius,BREADBLAST06_Temperature,Temperature,236.26,Celsius,2023-04-30T18:57:50
BREADBLAST06_Temperature236.24Celsius,BREADBLAST06_Temperature,Temperature,236.24,Celsius,2023-04-30T18:58:00
BREADBLAST06_Temperature236.22Celsius,BREADBLAST06_Temperature,Temperature,236.22,Celsius,2023-04-30T18:58:10
BREADBLAST06_Temperature236.2Celsius,BREADBLAST06_Temperature,Temperature,236.2,Celsius,2023-04-30T18:58:20
BREADBLAST06_Temperature236.23Celsius,BREADBLAST06_Temperature,Temperature,236.23,Celsius,2023-04-30T18:58:30
BREADBLAST06_Temperature236.25Celsius,BREADBLAST06_Temperature,Temperature,236.25,Celsius,2023-04-30T18:58:40
BREADBLAST06_Temperature236.15Celsius,BREADBLAST06_Temperature,Temperature,236.15,Celsius,2023-04-30T18:59:20
BREADBLAST06_Temperature236.13Celsius,BREADBLAST06_Temperature,Temperature,236.13,Celsius,2023-04-30T18:59:40
BREADBLAST06_Temperature236.17Celsius,BREADBLAST06_Temperature,Temperature,236.17,Celsius,2023-04-30T18:59:50
BREADBLAST06_Temperature236.14Celsius,BREADBLAST06_Temperature,Temperature,236.14,Celsius,2023-04-30T19:00:20
BREADBLAST06_Temperature236.16Celsius,BREADBLAST06_Temperature,Temperature,236.16,Celsius,2023-04-30T19:00:50
BREADBLAST06_Temperature236.1Celsius,BREADBLAST06_Temperature,Temperature,236.1,Celsius,2023-04-30T19:01:10
BREADBLAST06_Temperature236.12Celsius,BREADBLAST06_Temperature,Temperature,236.12,Celsius,2023-04-30T19:01:30
BREADBLAST06_Temperature236.08Celsius,BREADBLAST06_Temperature,Temperature,236.08,Celsius,2023-04-30T19:03:10
BREADBLAST06_Temperature236.06Celsius,BREADBLAST06_Temperature,Temperature,236.06,Celsius,2023-04-30T19:03:20
BREADBLAST06_Temperature236.02Celsius,BREADBLAST06_Temperature,Temperature,236.02,Celsius,2023-04-30T19:03:30
BREADBLAST06_Temperature236.04Celsius,BREADBLAST06_Temperature,Temperature,236.04,Celsius,2023-04-30T19:03:50
BREADBLAST06_Temperature235.99Celsius,BREADBLAST06_Temperature,Temperature,235.99,Celsius,2023-04-30T19:04:30
BREADBLAST06_Temperature236.01Celsius,BREADBLAST06_Temperature,Temperature,236.01,Celsius,2023-04-30T19:04:40
BREADBLAST06_Temperature236Celsius,BREADBLAST06_Temperature,Temperature,236,Celsius,2023-04-30T19:04:50
BREADBLAST06_Temperature236.05Celsius,BREADBLAST06_Temperature,Temperature,236.05,Celsius,2023-04-30T19:05:00
BREADBLAST06_Temperature236.07Celsius,BREADBLAST06_Temperature,Temperature,236.07,Celsius,2023-04-30T19:05:10
BREADBLAST06_Temperature235.97Celsius,BREADBLAST06_Temperature,Temperature,235.97,Celsius,2023-04-30T19:07:00
BREADBLAST06_Temperature235.93Celsius,BREADBLAST06_Temperature,Temperature,235.93,Celsius,2023-04-30T19:07:30
BREADBLAST06_Temperature235.89Celsius,BREADBLAST06_Temperature,Temperature,235.89,Celsius,2023-04-30T19:07:40
BREADBLAST06_Temperature235.82Celsius,BREADBLAST06_Temperature,Temperature,235.82,Celsius,2023-04-30T19:08:00
BREADBLAST06_Temperature235.8Celsius,BREADBLAST06_Temperature,Temperature,235.8,Celsius,2023-04-30T19:08:10
BREADBLAST06_Temperature235.84Celsius,BREADBLAST06_Temperature,Temperature,235.84,Celsius,2023-04-30T19:08:30
BREADBLAST06_Temperature235.81Celsius,BREADBLAST06_Temperature,Temperature,235.81,Celsius,2023-04-30T19:09:30
BREADBLAST06_Temperature235.79Celsius,BREADBLAST06_Temperature,Temperature,235.79,Celsius,2023-04-30T19:09:40
BREADBLAST06_Temperature235.76Celsius,BREADBLAST06_Temperature,Temperature,235.76,Celsius,2023-04-30T19:10:20
BREADBLAST06_Temperature235.71Celsius,BREADBLAST06_Temperature,Temperature,235.71,Celsius,2023-04-30T19:10:30
BREADBLAST06_Temperature235.74Celsius,BREADBLAST06_Temperature,Temperature,235.74,Celsius,2023-04-30T19:10:50
BREADBLAST06_Temperature235.69Celsius,BREADBLAST06_Temperature,Temperature,235.69,Celsius,2023-04-30T19:11:20
BREADBLAST06_Temperature235.67Celsius,BREADBLAST06_Temperature,Temperature,235.67,Celsius,2023-04-30T19:11:40
BREADBLAST06_Temperature235.64Celsius,BREADBLAST06_Temperature,Temperature,235.64,Celsius,2023-04-30T19:12:00
BREADBLAST06_Temperature235.68Celsius,BREADBLAST06_Temperature,Temperature,235.68,Celsius,2023-04-30T19:12:20
BREADBLAST06_Temperature235.66Celsius,BREADBLAST06_Temperature,Temperature,235.66,Celsius,2023-04-30T19:13:10
BREADBLAST06_Temperature235.73Celsius,BREADBLAST06_Temperature,Temperature,235.73,Celsius,2023-04-30T19:14:20
BREADBLAST06_Temperature235.86Celsius,BREADBLAST06_Temperature,Temperature,235.86,Celsius,2023-04-30T19:15:30
BREADBLAST06_Temperature235.9Celsius,BREADBLAST06_Temperature,Temperature,235.9,Celsius,2023-04-30T19:16:00
BREADBLAST06_Temperature235.87Celsius,BREADBLAST06_Temperature,Temperature,235.87,Celsius,2023-04-30T19:17:00
BREADBLAST06_Temperature235.85Celsius,BREADBLAST06_Temperature,Temperature,235.85,Celsius,2023-04-30T19:17:10
BREADBLAST06_Temperature235.83Celsius,BREADBLAST06_Temperature,Temperature,235.83,Celsius,2023-04-30T19:17:30
BREADBLAST06_Temperature235.78Celsius,BREADBLAST06_Temperature,Temperature,235.78,Celsius,2023-04-30T19:18:40
BREADBLAST06_Temperature235.75Celsius,BREADBLAST06_Temperature,Temperature,235.75,Celsius,2023-04-30T19:18:50
BREADBLAST06_Temperature235.77Celsius,BREADBLAST06_Temperature,Temperature,235.77,Celsius,2023-04-30T19:20:50
BREADBLAST06_Temperature235.88Celsius,BREADBLAST06_Temperature,Temperature,235.88,Celsius,2023-04-30T19:25:50
BREADBLAST06_Temperature235.92Celsius,BREADBLAST06_Temperature,Temperature,235.92,Celsius,2023-04-30T19:26:00
BREADBLAST06_Temperature235.91Celsius,BREADBLAST06_Temperature,Temperature,235.91,Celsius,2023-04-30T19:28:10
BREADBLAST06_Temperature235.94Celsius,BREADBLAST06_Temperature,Temperature,235.94,Celsius,2023-04-30T19:28:40
BREADBLAST06_Temperature236.03Celsius,BREADBLAST06_Temperature,Temperature,236.03,Celsius,2023-04-30T19:30:10
BREADBLAST06_Temperature236.09Celsius,BREADBLAST06_Temperature,Temperature,236.09,Celsius,2023-04-30T19:31:20
BREADBLAST06_Temperature236.11Celsius,BREADBLAST06_Temperature,Temperature,236.11,Celsius,2023-04-30T19:32:10
BREADBLAST06_Temperature236.19Celsius,BREADBLAST06_Temperature,Temperature,236.19,Celsius,2023-04-30T19:32:50
BREADBLAST06_Temperature236.21Celsius,BREADBLAST06_Temperature,Temperature,236.21,Celsius,2023-04-30T19:33:50
BREADBLAST06_Temperature236.18Celsius,BREADBLAST06_Temperature,Temperature,236.18,Celsius,2023-04-30T19:34:30
BREADBLAST06_Temperature235.98Celsius,BREADBLAST06_Temperature,Temperature,235.98,Celsius,2023-04-30T19:42:30
BREADBLAST06_Temperature235.96Celsius,BREADBLAST06_Temperature,Temperature,235.96,Celsius,2023-04-30T19:53:30
BREADBLAST06_Temperature235.95Celsius,BREADBLAST06_Temperature,Temperature,235.95,Celsius,2023-04-30T19:53:40
BREADBLAST06_Temperature235.72Celsius,BREADBLAST06_Temperature,Temperature,235.72,Celsius,2023-04-30T19:57:50
BREADBLAST06_Temperature236.27Celsius,BREADBLAST06_Temperature,Temperature,236.27,Celsius,2023-04-30T20:17:50
BREADBLAST06_Temperature236.3Celsius,BREADBLAST06_Temperature,Temperature,236.3,Celsius,2023-04-30T20:18:00
BREADBLAST06_Temperature236.31Celsius,BREADBLAST06_Temperature,Temperature,236.31,Celsius,2023-04-30T20:18:20
BREADBLAST06_Temperature236.32Celsius,BREADBLAST06_Temperature,Temperature,236.32,Celsius,2023-04-30T20:18:40
BREADBLAST06_Temperature236.36Celsius,BREADBLAST06_Temperature,Temperature,236.36,Celsius,2023-04-30T20:19:20
BREADBLAST06_Temperature236.35Celsius,BREADBLAST06_Temperature,Temperature,236.35,Celsius,2023-04-30T20:23:30
BREADBLAST06_Temperature236.55Celsius,BREADBLAST06_Temperature,Temperature,236.55,Celsius,2023-04-30T20:24:30
BREADBLAST06_Temperature236.54Celsius,BREADBLAST06_Temperature,Temperature,236.54,Celsius,2023-04-30T20:24:50
BREADBLAST06_Temperature236.58Celsius,BREADBLAST06_Temperature,Temperature,236.58,Celsius,2023-04-30T20:25:50
BREADBLAST06_Temperature236.59Celsius,BREADBLAST06_Temperature,Temperature,236.59,Celsius,2023-04-30T20:26:00
BREADBLAST06_Temperature236.53Celsius,BREADBLAST06_Temperature,Temperature,236.53,Celsius,2023-04-30T20:26:20
BREADBLAST06_Temperature236.28Celsius,BREADBLAST06_Temperature,Temperature,236.28,Celsius,2023-04-30T20:28:30
BREADBLAST06_Temperature235.65Celsius,BREADBLAST06_Temperature,Temperature,235.65,Celsius,2023-04-30T20:50:20
BREADBLAST06_Temperature235.62Celsius,BREADBLAST06_Temperature,Temperature,235.62,Celsius,2023-04-30T20:53:20
BREADBLAST06_Temperature235.63Celsius,BREADBLAST06_Temperature,Temperature,235.63,Celsius,2023-04-30T21:37:50
BREADBLAST06_Temperature235.53Celsius,BREADBLAST06_Temperature,Temperature,235.53,Celsius,2023-04-30T21:40:50
BREADBLAST06_Temperature235.54Celsius,BREADBLAST06_Temperature,Temperature,235.54,Celsius,2023-04-30T21:41:00
BREADBLAST06_Temperature235.5Celsius,BREADBLAST06_Temperature,Temperature,235.5,Celsius,2023-04-30T21:41:10
BREADBLAST06_Temperature235.49Celsius,BREADBLAST06_Temperature,Temperature,235.49,Celsius,2023-04-30T21:41:20
BREADBLAST06_Temperature235.47Celsius,BREADBLAST06_Temperature,Temperature,235.47,Celsius,2023-04-30T21:41:30
BREADBLAST06_Temperature235.51Celsius,BREADBLAST06_Temperature,Temperature,235.51,Celsius,2023-04-30T21:41:40
BREADBLAST06_Temperature235.46Celsius,BREADBLAST06_Temperature,Temperature,235.46,Celsius,2023-04-30T21:43:30
BREADBLAST06_Temperature235.48Celsius,BREADBLAST06_Temperature,Temperature,235.48,Celsius,2023-04-30T21:44:50
BREADBLAST06_Temperature235.52Celsius,BREADBLAST06_Temperature,Temperature,235.52,Celsius,2023-04-30T21:45:20
BREADBLAST06_Temperature235.56Celsius,BREADBLAST06_Temperature,Temperature,235.56,Celsius,2023-04-30T21:46:50
BREADBLAST06_Temperature235.58Celsius,BREADBLAST06_Temperature,Temperature,235.58,Celsius,2023-04-30T21:47:20
BREADBLAST06_Temperature235.6Celsius,BREADBLAST06_Temperature,Temperature,235.6,Celsius,2023-04-30T21:47:50
BREADBLAST06_Temperature235.57Celsius,BREADBLAST06_Temperature,Temperature,235.57,Celsius,2023-04-30T21:49:10
BREADBLAST06_Temperature235.55Celsius,BREADBLAST06_Temperature,Temperature,235.55,Celsius,2023-04-30T21:50:10
BREADBLAST06_Temperature235.59Celsius,BREADBLAST06_Temperature,Temperature,235.59,Celsius,2023-04-30T21:50:40
BREADBLAST06_Temperature235.7Celsius,BREADBLAST06_Temperature,Temperature,235.7,Celsius,2023-04-30T21:52:00
BREADBLAST06_Temperature236.44Celsius,BREADBLAST06_Temperature,Temperature,236.44,Celsius,2023-04-30T22:26:30
BREADBLAST06_Temperature236.62Celsius,BREADBLAST06_Temperature,Temperature,236.62,Celsius,2023-04-30T22:36:10
BREADBLAST06_Temperature236.65Celsius,BREADBLAST06_Temperature,Temperature,236.65,Celsius,2023-04-30T22:36:20
BREADBLAST06_Temperature236.61Celsius,BREADBLAST06_Temperature,Temperature,236.61,Celsius,2023-04-30T22:39:00
BREADBLAST06_Temperature236.63Celsius,BREADBLAST06_Temperature,Temperature,236.63,Celsius,2023-04-30T22:43:50
BREADBLAST06_Temperature236.74Celsius,BREADBLAST06_Temperature,Temperature,236.74,Celsius,2023-04-30T22:50:30
BREADBLAST06_Temperature236.73Celsius,BREADBLAST06_Temperature,Temperature,236.73,Celsius,2023-04-30T22:50:40
BREADBLAST06_Temperature236.71Celsius,BREADBLAST06_Temperature,Temperature,236.71,Celsius,2023-04-30T22:51:10
BREADBLAST06_Temperature236.7Celsius,BREADBLAST06_Temperature,Temperature,236.7,Celsius,2023-04-30T22:51:20
BREADBLAST06_Temperature236.68Celsius,BREADBLAST06_Temperature,Temperature,236.68,Celsius,2023-04-30T22:51:40
BREADBLAST06_Temperature236.75Celsius,BREADBLAST06_Temperature,Temperature,236.75,Celsius,2023-04-30T22:56:10
BREADBLAST06_Temperature236.67Celsius,BREADBLAST06_Temperature,Temperature,236.67,Celsius,2023-04-30T22:58:50
BREADBLAST07_Temperature215.07Celsius,BREADBLAST07_Temperature,Temperature,215.07,Celsius,2023-04-30T00:00:00
BREADBLAST07_Temperature214.97Celsius,BREADBLAST07_Temperature,Temperature,214.97,Celsius,2023-04-30T00:00:10
BREADBLAST07_Temperature214.9Celsius,BREADBLAST07_Temperature,Temperature,214.9,Celsius,2023-04-30T00:00:20
BREADBLAST07_Temperature212.93Celsius,BREADBLAST07_Temperature,Temperature,212.93,Celsius,2023-04-30T00:00:30
BREADBLAST07_Temperature214.84Celsius,BREADBLAST07_Temperature,Temperature,214.84,Celsius,2023-04-30T00:00:40
BREADBLAST07_Temperature214.86Celsius,BREADBLAST07_Temperature,Temperature,214.86,Celsius,2023-04-30T00:00:50
BREADBLAST07_Temperature214.85Celsius,BREADBLAST07_Temperature,Temperature,214.85,Celsius,2023-04-30T00:01:10
BREADBLAST07_Temperature214.94Celsius,BREADBLAST07_Temperature,Temperature,214.94,Celsius,2023-04-30T00:01:20
BREADBLAST07_Temperature214.89Celsius,BREADBLAST07_Temperature,Temperature,214.89,Celsius,2023-04-30T00:01:40
BREADBLAST07_Temperature214.91Celsius,BREADBLAST07_Temperature,Temperature,214.91,Celsius,2023-04-30T00:01:50
BREADBLAST07_Temperature214.96Celsius,BREADBLAST07_Temperature,Temperature,214.96,Celsius,2023-04-30T00:02:10
BREADBLAST07_Temperature214.88Celsius,BREADBLAST07_Temperature,Temperature,214.88,Celsius,2023-04-30T00:02:20
BREADBLAST07_Temperature214.93Celsius,BREADBLAST07_Temperature,Temperature,214.93,Celsius,2023-04-30T00:02:30
BREADBLAST07_Temperature214.87Celsius,BREADBLAST07_Temperature,Temperature,214.87,Celsius,2023-04-30T00:02:50
BREADBLAST07_Temperature214.78Celsius,BREADBLAST07_Temperature,Temperature,214.78,Celsius,2023-04-30T00:03:10
BREADBLAST07_Temperature214.77Celsius,BREADBLAST07_Temperature,Temperature,214.77,Celsius,2023-04-30T00:03:20
BREADBLAST07_Temperature214.82Celsius,BREADBLAST07_Temperature,Temperature,214.82,Celsius,2023-04-30T00:03:30
BREADBLAST07_Temperature214.99Celsius,BREADBLAST07_Temperature,Temperature,214.99,Celsius,2023-04-30T00:04:50
BREADBLAST07_Temperature215Celsius,BREADBLAST07_Temperature,Temperature,215,Celsius,2023-04-30T00:05:00
BREADBLAST07_Temperature215.01Celsius,BREADBLAST07_Temperature,Temperature,215.01,Celsius,2023-04-30T00:05:10
BREADBLAST07_Temperature215.11Celsius,BREADBLAST07_Temperature,Temperature,215.11,Celsius,2023-04-30T00:05:20
BREADBLAST07_Temperature215.09Celsius,BREADBLAST07_Temperature,Temperature,215.09,Celsius,2023-04-30T00:05:50
BREADBLAST07_Temperature215.03Celsius,BREADBLAST07_Temperature,Temperature,215.03,Celsius,2023-04-30T00:06:00
BREADBLAST07_Temperature215.08Celsius,BREADBLAST07_Temperature,Temperature,215.08,Celsius,2023-04-30T00:06:20
BREADBLAST07_Temperature215.05Celsius,BREADBLAST07_Temperature,Temperature,215.05,Celsius,2023-04-30T00:06:30
BREADBLAST07_Temperature214.98Celsius,BREADBLAST07_Temperature,Temperature,214.98,Celsius,2023-04-30T00:06:50
BREADBLAST07_Temperature215.06Celsius,BREADBLAST07_Temperature,Temperature,215.06,Celsius,2023-04-30T00:07:30
BREADBLAST07_Temperature215.19Celsius,BREADBLAST07_Temperature,Temperature,215.19,Celsius,2023-04-30T00:07:50
BREADBLAST07_Temperature215.17Celsius,BREADBLAST07_Temperature,Temperature,215.17,Celsius,2023-04-30T00:08:00
BREADBLAST07_Temperature215.22Celsius,BREADBLAST07_Temperature,Temperature,215.22,Celsius,2023-04-30T00:08:10
BREADBLAST07_Temperature215.18Celsius,BREADBLAST07_Temperature,Temperature,215.18,Celsius,2023-04-30T00:08:30
BREADBLAST07_Temperature215.32Celsius,BREADBLAST07_Temperature,Temperature,215.32,Celsius,2023-04-30T00:08:50
BREADBLAST07_Temperature215.37Celsius,BREADBLAST07_Temperature,Temperature,215.37,Celsius,2023-04-30T00:09:00
BREADBLAST07_Temperature215.46Celsius,BREADBLAST07_Temperature,Temperature,215.46,Celsius,2023-04-30T00:09:10
BREADBLAST07_Temperature215.54Celsius,BREADBLAST07_Temperature,Temperature,215.54,Celsius,2023-04-30T00:09:20
BREADBLAST07_Temperature215.64Celsius,BREADBLAST07_Temperature,Temperature,215.64,Celsius,2023-04-30T00:09:30
BREADBLAST07_Temperature215.69Celsius,BREADBLAST07_Temperature,Temperature,215.69,Celsius,2023-04-30T00:09:40
BREADBLAST07_Temperature215.78Celsius,BREADBLAST07_Temperature,Temperature,215.78,Celsius,2023-04-30T00:10:30
BREADBLAST07_Temperature215.71Celsius,BREADBLAST07_Temperature,Temperature,215.71,Celsius,2023-04-30T00:10:40
BREADBLAST07_Temperature215.75Celsius,BREADBLAST07_Temperature,Temperature,215.75,Celsius,2023-04-30T00:10:50
BREADBLAST07_Temperature215.76Celsius,BREADBLAST07_Temperature,Temperature,215.76,Celsius,2023-04-30T00:11:00
BREADBLAST07_Temperature215.79Celsius,BREADBLAST07_Temperature,Temperature,215.79,Celsius,2023-04-30T00:11:20
BREADBLAST07_Temperature215.77Celsius,BREADBLAST07_Temperature,Temperature,215.77,Celsius,2023-04-30T00:11:30
BREADBLAST07_Temperature215.74Celsius,BREADBLAST07_Temperature,Temperature,215.74,Celsius,2023-04-30T00:11:40
BREADBLAST07_Temperature215.72Celsius,BREADBLAST07_Temperature,Temperature,215.72,Celsius,2023-04-30T00:12:00
BREADBLAST07_Temperature215.8Celsius,BREADBLAST07_Temperature,Temperature,215.8,Celsius,2023-04-30T00:12:30
BREADBLAST07_Temperature215.86Celsius,BREADBLAST07_Temperature,Temperature,215.86,Celsius,2023-04-30T00:12:40
BREADBLAST07_Temperature215.83Celsius,BREADBLAST07_Temperature,Temperature,215.83,Celsius,2023-04-30T00:13:00
BREADBLAST07_Temperature215.73Celsius,BREADBLAST07_Temperature,Temperature,215.73,Celsius,2023-04-30T00:13:10
BREADBLAST07_Temperature215.63Celsius,BREADBLAST07_Temperature,Temperature,215.63,Celsius,2023-04-30T00:13:30
BREADBLAST07_Temperature215.66Celsius,BREADBLAST07_Temperature,Temperature,215.66,Celsius,2023-04-30T00:13:40
BREADBLAST07_Temperature215.58Celsius,BREADBLAST07_Temperature,Temperature,215.58,Celsius,2023-04-30T00:13:50
BREADBLAST07_Temperature215.59Celsius,BREADBLAST07_Temperature,Temperature,215.59,Celsius,2023-04-30T00:14:00
