PrimaryKey,id,storageLocation,materialUse,quantity,quantityUnitOfMeasure
483720Actual-ProducedMaterialproduced668g,483720Actual-Produced,STG05,Material produced,668,g
483639Actual-ProducedMaterialproduced1014g,483639Actual-Produced,STG07,Material produced,1014,g
483663Actual-ProducedMaterialproduced857g,483663Actual-Produced,STG06,Material produced,857,g
483697Actual-ProducedMaterialproduced962g,483697Actual-Produced,STG07,Material produced,962,g
483698Actual-ProducedMaterialproduced953g,483698Actual-Produced,STG07,Material produced,953,g
483640Actual-ProducedMaterialproduced1021g,483640Actual-Produced,STG07,Material produced,1021,g
483665Actual-ProducedMaterialproduced665g,483665Actual-Produced,STG05,Material produced,665,g
483666Actual-ProducedMaterialproduced667g,483666Actual-Produced,STG05,Material produced,667,g
493775Actual-ProducedMaterialproduced656g,493775Actual-Produced,STG05,Material produced,656,g
493776Actual-ProducedMaterialproduced642g,493776Actual-Produced,STG05,Material produced,642,g
493777Actual-ProducedMaterialproduced477g,493777Actual-Produced,STG05,Material produced,477,g
493800Actual-ProducedMaterialproduced970g,493800Actual-Produced,STG06,Material produced,970,g
493750Actual-ProducedMaterialproduced601g,493750Actual-Produced,STG05,Material produced,601,g
493751Actual-ProducedMaterialproduced592g,493751Actual-Produced,STG05,Material produced,592,g
493752Actual-ProducedMaterialproduced424g,493752Actual-Produced,STG05,Material produced,424,g
493753Actual-ProducedMaterialproduced431g,493753Actual-Produced,STG05,Material produced,431,g
493717Actual-ProducedMaterialproduced537g,493717Actual-Produced,STG06,Material produced,537,g
493718Actual-ProducedMaterialproduced534g,493718Actual-Produced,STG06,Material produced,534,g
493719Actual-ProducedMaterialproduced547g,493719Actual-Produced,STG06,Material produced,547,g
493720Actual-ProducedMaterialproduced537g,493720Actual-Produced,STG06,Material produced,537,g
493721Actual-ProducedMaterialproduced1000g,493721Actual-Produced,STG04,Material produced,1000,g
493766Actual-ProducedMaterialproduced995g,493766Actual-Produced,STG06,Material produced,995,g
493767Actual-ProducedMaterialproduced957g,493767Actual-Produced,STG06,Material produced,957,g
493832Actual-ProducedMaterialproduced415g,493832Actual-Produced,STG04,Material produced,415,g
493722Actual-ProducedMaterialproduced1000g,493722Actual-Produced,STG04,Material produced,1000,g
493727Actual-ProducedMaterialproduced586g,493727Actual-Produced,STG05,Material produced,586,g
493728Actual-ProducedMaterialproduced589g,493728Actual-Produced,STG05,Material produced,589,g
493729Actual-ProducedMaterialproduced423g,493729Actual-Produced,STG05,Material produced,423,g
493730Actual-ProducedMaterialproduced427g,493730Actual-Produced,STG05,Material produced,427,g
493744Actual-ProducedMaterialproduced480g,493744Actual-Produced,STG06,Material produced,480,g
493745Actual-ProducedMaterialproduced492g,493745Actual-Produced,STG06,Material produced,492,g
493762Actual-ProducedMaterialproduced975g,493762Actual-Produced,STG04,Material produced,975,g
493763Actual-ProducedMaterialproduced970g,493763Actual-Produced,STG04,Material produced,970,g
493779Actual-ProducedMaterialproduced477g,493779Actual-Produced,STG05,Material produced,477,g
493780Actual-ProducedMaterialproduced461g,493780Actual-Produced,STG05,Material produced,461,g
493781Actual-ProducedMaterialproduced940g,493781Actual-Produced,STG06,Material produced,940,g
493782Actual-ProducedMaterialproduced949g,493782Actual-Produced,STG06,Material produced,949,g
493784Actual-ProducedMaterialproduced530g,493784Actual-Produced,STG04,Material produced,530,g
493785Actual-ProducedMaterialproduced400g,493785Actual-Produced,STG04,Material produced,400,g
493786Actual-ProducedMaterialproduced530g,493786Actual-Produced,STG04,Material produced,530,g
493787Actual-ProducedMaterialproduced400g,493787Actual-Produced,STG04,Material produced,400,g
493801Actual-ProducedMaterialproduced965g,493801Actual-Produced,STG06,Material produced,965,g
483546Actual-ProducedMaterialproduced1048g,483546Actual-Produced,STG04,Material produced,1048,g
483547Actual-ProducedMaterialproduced1041g,483547Actual-Produced,STG04,Material produced,1041,g
483548Actual-ProducedMaterialproduced860g,483548Actual-Produced,STG06,Material produced,860,g
483549Actual-ProducedMaterialproduced860g,483549Actual-Produced,STG06,Material produced,860,g
483522Actual-ProducedMaterialproduced340g,483522Actual-Produced,STG05,Material produced,340,g
483524Actual-ProducedMaterialproduced353g,483524Actual-Produced,STG05,Material produced,353,g
483525Actual-ProducedMaterialproduced186g,483525Actual-Produced,STG05,Material produced,186,g
483526Actual-ProducedMaterialproduced190g,483526Actual-Produced,STG05,Material produced,190,g
483561Actual-ProducedMaterialproduced849g,483561Actual-Produced,STG06,Material produced,849,g
483562Actual-ProducedMaterialproduced835g,483562Actual-Produced,STG06,Material produced,835,g
483571Actual-ProducedMaterialproduced975g,483571Actual-Produced,STG04,Material produced,975,g
483572Actual-ProducedMaterialproduced990g,483572Actual-Produced,STG04,Material produced,990,g
483589Actual-ProducedMaterialproduced832g,483589Actual-Produced,STG06,Material produced,832,g
483577Actual-ProducedMaterialproduced772g,483577Actual-Produced,STG07,Material produced,772,g
483588Actual-ProducedMaterialproduced827g,483588Actual-Produced,STG06,Material produced,827,g
483578Actual-ProducedMaterialproduced763g,483578Actual-Produced,STG07,Material produced,763,g
483591Actual-ProducedMaterialproduced690g,483591Actual-Produced,STG05,Material produced,690,g
483592Actual-ProducedMaterialproduced690g,483592Actual-Produced,STG05,Material produced,690,g
483593Actual-ProducedMaterialproduced350g,483593Actual-Produced,STG05,Material produced,350,g
483594Actual-ProducedMaterialproduced365g,483594Actual-Produced,STG05,Material produced,365,g
490290Actual-ProducedMaterialproduced930g,490290Actual-Produced,STG06,Material produced,930,g
490291Actual-ProducedMaterialproduced946g,490291Actual-Produced,STG06,Material produced,946,g
490330Actual-ProducedMaterialproduced612g,490330Actual-Produced,STG04,Material produced,612,g
490331Actual-ProducedMaterialproduced343g,490331Actual-Produced,STG04,Material produced,343,g
490332Actual-ProducedMaterialproduced348g,490332Actual-Produced,STG04,Material produced,348,g
490346Actual-ProducedMaterialproduced936g,490346Actual-Produced,STG06,Material produced,936,g
490303Actual-ProducedMaterialproduced760g,490303Actual-Produced,STG05,Material produced,760,g
490304Actual-ProducedMaterialproduced754g,490304Actual-Produced,STG05,Material produced,754,g
490305Actual-ProducedMaterialproduced261g,490305Actual-Produced,STG05,Material produced,261,g
490306Actual-ProducedMaterialproduced258g,490306Actual-Produced,STG05,Material produced,258,g
490329Actual-ProducedMaterialproduced607g,490329Actual-Produced,STG04,Material produced,607,g
490339Actual-ProducedMaterialproduced760g,490339Actual-Produced,STG05,Material produced,760,g
490340Actual-ProducedMaterialproduced256g,490340Actual-Produced,STG05,Material produced,256,g
490341Actual-ProducedMaterialproduced1028g,490341Actual-Produced,STG05,Material produced,1028,g
490347Actual-ProducedMaterialproduced941g,490347Actual-Produced,STG06,Material produced,941,g
490322Actual-ProducedMaterialproduced940g,490322Actual-Produced,STG06,Material produced,940,g
490323Actual-ProducedMaterialproduced926g,490323Actual-Produced,STG06,Material produced,926,g
490397Actual-ProducedMaterialproduced770g,490397Actual-Produced,STG05,Material produced,770,g
490360Actual-ProducedMaterialproduced890g,490360Actual-Produced,STG04,Material produced,890,g
490362Actual-ProducedMaterialproduced705g,490362Actual-Produced,STG05,Material produced,705,g
490363Actual-ProducedMaterialproduced740g,490363Actual-Produced,STG05,Material produced,740,g
490365Actual-ProducedMaterialproduced248g,490365Actual-Produced,STG05,Material produced,248,g
490366Actual-ProducedMaterialproduced886g,490366Actual-Produced,STG04,Material produced,886,g
482120Actual-ProducedMaterialproduced314g,482120Actual-Produced,STG05,Material produced,314,g
482162Actual-ProducedMaterialproduced461g,482162Actual-Produced,STG07,Material produced,461,g
482163Actual-ProducedMaterialproduced466g,482163Actual-Produced,STG07,Material produced,466,g
482164Actual-ProducedMaterialproduced284g,482164Actual-Produced,STG07,Material produced,284,g
482165Actual-ProducedMaterialproduced288g,482165Actual-Produced,STG07,Material produced,288,g
482166Actual-ProducedMaterialproduced864g,482166Actual-Produced,STG06,Material produced,864,g
482167Actual-ProducedMaterialproduced864g,482167Actual-Produced,STG06,Material produced,864,g
482168Actual-ProducedMaterialproduced369g,482168Actual-Produced,STG06,Material produced,369,g
482108Actual-ProducedMaterialproduced691g,482108Actual-Produced,STG07,Material produced,691,g
482110Actual-ProducedMaterialproduced362g,482110Actual-Produced,STG07,Material produced,362,g
482111Actual-ProducedMaterialproduced360g,482111Actual-Produced,STG07,Material produced,360,g
482112Actual-ProducedMaterialproduced758g,482112Actual-Produced,STG06,Material produced,758,g
482113Actual-ProducedMaterialproduced758g,482113Actual-Produced,STG06,Material produced,758,g
482114Actual-ProducedMaterialproduced325g,482114Actual-Produced,STG06,Material produced,325,g
482115Actual-ProducedMaterialproduced325g,482115Actual-Produced,STG06,Material produced,325,g
482176Actual-ProducedMaterialproduced655g,482176Actual-Produced,STG05,Material produced,655,g
482177Actual-ProducedMaterialproduced402g,482177Actual-Produced,STG05,Material produced,402,g
482178Actual-ProducedMaterialproduced399g,482178Actual-Produced,STG05,Material produced,399,g
482169Actual-ProducedMaterialproduced369g,482169Actual-Produced,STG06,Material produced,369,g
482175Actual-ProducedMaterialproduced648g,482175Actual-Produced,STG05,Material produced,648,g
482133Actual-ProducedMaterialproduced763g,482133Actual-Produced,STG06,Material produced,763,g
482134Actual-ProducedMaterialproduced757g,482134Actual-Produced,STG06,Material produced,757,g
482135Actual-ProducedMaterialproduced327g,482135Actual-Produced,STG06,Material produced,327,g
482136Actual-ProducedMaterialproduced322g,482136Actual-Produced,STG06,Material produced,322,g
482192Actual-ProducedMaterialproduced657g,482192Actual-Produced,STG05,Material produced,657,g
482193Actual-ProducedMaterialproduced653g,482193Actual-Produced,STG05,Material produced,653,g
482194Actual-ProducedMaterialproduced403g,482194Actual-Produced,STG05,Material produced,403,g
482195Actual-ProducedMaterialproduced394g,482195Actual-Produced,STG05,Material produced,394,g
482216Actual-ProducedMaterialproduced1443g,482216Actual-Produced,STG06,Material produced,1443,g
482217Actual-ProducedMaterialproduced1434g,482217Actual-Produced,STG06,Material produced,1434,g
478131Actual-ProducedMaterialproduced528g,478131Actual-Produced,STG07,Material produced,528,g
478136Actual-ProducedMaterialproduced612g,478136Actual-Produced,STG05,Material produced,612,g
478137Actual-ProducedMaterialproduced613g,478137Actual-Produced,STG05,Material produced,613,g
478138Actual-ProducedMaterialproduced425g,478138Actual-Produced,STG05,Material produced,425,g
478139Actual-ProducedMaterialproduced408g,478139Actual-Produced,STG05,Material produced,408,g
478168Actual-ProducedMaterialproduced598g,478168Actual-Produced,STG07,Material produced,598,g
478169Actual-ProducedMaterialproduced587g,478169Actual-Produced,STG07,Material produced,587,g
478170Actual-ProducedMaterialproduced436g,478170Actual-Produced,STG07,Material produced,436,g
478171Actual-ProducedMaterialproduced431g,478171Actual-Produced,STG07,Material produced,431,g
478143Actual-ProducedMaterialproduced670g,478143Actual-Produced,STG06,Material produced,670,g
478144Actual-ProducedMaterialproduced660g,478144Actual-Produced,STG06,Material produced,660,g
478145Actual-ProducedMaterialproduced400g,478145Actual-Produced,STG06,Material produced,400,g
478146Actual-ProducedMaterialproduced400g,478146Actual-Produced,STG06,Material produced,400,g
478156Actual-ProducedMaterialproduced646g,478156Actual-Produced,STG05,Material produced,646,g
478192Actual-ProducedMaterialproduced665g,478192Actual-Produced,STG06,Material produced,665,g
478193Actual-ProducedMaterialproduced650g,478193Actual-Produced,STG06,Material produced,650,g
478194Actual-ProducedMaterialproduced430g,478194Actual-Produced,STG06,Material produced,430,g
478157Actual-ProducedMaterialproduced640g,478157Actual-Produced,STG05,Material produced,640,g
478158Actual-ProducedMaterialproduced416g,478158Actual-Produced,STG05,Material produced,416,g
478159Actual-ProducedMaterialproduced479g,478159Actual-Produced,STG05,Material produced,479,g
478162Actual-ProducedMaterialproduced670g,478162Actual-Produced,STG06,Material produced,670,g
478163Actual-ProducedMaterialproduced670g,478163Actual-Produced,STG06,Material produced,670,g
478164Actual-ProducedMaterialproduced410g,478164Actual-Produced,STG06,Material produced,410,g
478165Actual-ProducedMaterialproduced410g,478165Actual-Produced,STG06,Material produced,410,g
478195Actual-ProducedMaterialproduced430g,478195Actual-Produced,STG06,Material produced,430,g
478198Actual-ProducedMaterialproduced537g,478198Actual-Produced,STG07,Material produced,537,g
478199Actual-ProducedMaterialproduced544g,478199Actual-Produced,STG07,Material produced,544,g
478200Actual-ProducedMaterialproduced431g,478200Actual-Produced,STG07,Material produced,431,g
478201Actual-ProducedMaterialproduced438g,478201Actual-Produced,STG07,Material produced,438,g
478184Actual-ProducedMaterialproduced710g,478184Actual-Produced,STG05,Material produced,710,g
478185Actual-ProducedMaterialproduced499g,478185Actual-Produced,STG05,Material produced,499,g
478186Actual-ProducedMaterialproduced306g,478186Actual-Produced,STG05,Material produced,306,g
478187Actual-ProducedMaterialproduced265g,478187Actual-Produced,STG05,Material produced,265,g
478216Actual-ProducedMaterialproduced657g,478216Actual-Produced,STG05,Material produced,657,g
478218Actual-ProducedMaterialproduced677g,478218Actual-Produced,STG05,Material produced,677,g
488027Actual-ProducedMaterialproduced479g,488027Actual-Produced,STG05,Material produced,479,g
488028Actual-ProducedMaterialproduced586g,488028Actual-Produced,STG05,Material produced,586,g
488035Actual-ProducedMaterialproduced960g,488035Actual-Produced,STG04,Material produced,960,g
488029Actual-ProducedMaterialproduced418g,488029Actual-Produced,STG05,Material produced,418,g
488030Actual-ProducedMaterialproduced411g,488030Actual-Produced,STG05,Material produced,411,g
