PrimaryKey,id,description,value,valueUnitOfMeasure
14915716minutes,149157,Downtime in BREADBLAST04,16,minutes
1491398minutes,149139,Downtime in BREADBLAST04,8,minutes
14915913minutes,149159,Downtime in BREADBLAST05,13,minutes
14918025minutes,149180,Downtime in BREADBLAST04,25,minutes
14918112minutes,149181,Downtime in BREADBLAST04,12,minutes
14918421minutes,149184,Downtime in BREADBLAST04,21,minutes
1491853minutes,149185,Downtime in BREADBLAST04,3,minutes
14923356minutes,149233,Downtime in BREADBLAST04,56,minutes
1492359minutes,149235,Downtime in BREADBLAST04,9,minutes
15143736minutes,151437,Downtime in BREADBLAST06,36,minutes
15145520minutes,151455,Downtime in BREADBLAST05,20,minutes
151498420minutes,151498,Downtime in BREADBLAST07,420,minutes
151508720minutes,151508,Downtime in BREADBLAST04,720,minutes
151509720minutes,151509,Downtime in BREADBLAST07,720,minutes
15166119minutes,151661,Downtime in BREADBLAST06,19,minutes
151709720minutes,151709,Downtime in BREADBLAST04,720,minutes
151712720minutes,151712,Downtime in BREADBLAST07,720,minutes
15169437minutes,151694,Downtime in BREADBLAST06,37,minutes
15176614minutes,151766,Downtime in BREADBLAST06,14,minutes
15175334minutes,151753,Downtime in BREADBLAST05,34,minutes
1517700minutes,151770,Downtime in BREADBLAST04,0,minutes
151771720minutes,151771,Downtime in BREADBLAST04,720,minutes
151772-1minutes,151772,Downtime in BREADBLAST04,-1,minutes
151773720minutes,151773,Downtime in BREADBLAST04,720,minutes
1517740minutes,151774,Downtime in BREADBLAST04,0,minutes
151775720minutes,151775,Downtime in BREADBLAST04,720,minutes
151776720minutes,151776,Downtime in BREADBLAST04,720,minutes
16525019minutes,165250,Downtime in BREADBLAST05,19,minutes
1652613minutes,165261,Downtime in BREADBLAST05,3,minutes
1652363minutes,165236,Downtime in BREADBLAST05,3,minutes
1652386minutes,165238,Downtime in BREADBLAST06,6,minutes
1652434minutes,165243,Downtime in BREADBLAST05,4,minutes
1652522minutes,165252,Downtime in BREADBLAST05,2,minutes
1652535minutes,165253,Downtime in BREADBLAST05,5,minutes
16531897minutes,165318,Downtime in BREADBLAST04,97,minutes
16532021minutes,165320,Downtime in BREADBLAST04,21,minutes
16538322minutes,165383,Downtime in BREADBLAST04,22,minutes
16538621minutes,165386,Downtime in BREADBLAST04,21,minutes
16538822minutes,165388,Downtime in BREADBLAST04,22,minutes
1537213minutes,153721,Downtime in BREADBLAST06,3,minutes
1537255minutes,153725,Downtime in BREADBLAST06,5,minutes
15372628minutes,153726,Downtime in BREADBLAST04,28,minutes
1537282minutes,153728,Downtime in BREADBLAST04,2,minutes
1537883minutes,153788,Downtime in BREADBLAST06,3,minutes
15378525minutes,153785,Downtime in BREADBLAST04,25,minutes
1537862minutes,153786,Downtime in BREADBLAST04,2,minutes
1537876minutes,153787,Downtime in BREADBLAST04,6,minutes
15379522minutes,153795,Downtime in BREADBLAST07,22,minutes
15376122minutes,153761,Downtime in BREADBLAST04,22,minutes
1537620minutes,153762,Downtime in BREADBLAST04,0,minutes
1538013minutes,153801,Downtime in BREADBLAST05,3,minutes
1538003minutes,153800,Downtime in BREADBLAST05,3,minutes
15380327minutes,153803,Downtime in BREADBLAST04,27,minutes
15380522minutes,153805,Downtime in BREADBLAST04,22,minutes
1538061minutes,153806,Downtime in BREADBLAST04,1,minutes
1538139minutes,153813,Downtime in BREADBLAST05,9,minutes
1538114minutes,153811,Downtime in BREADBLAST05,4,minutes
15381223minutes,153812,Downtime in BREADBLAST04,23,minutes
1538143minutes,153814,Downtime in BREADBLAST05,3,minutes
15382034minutes,153820,Downtime in BREADBLAST06,34,minutes
1538233minutes,153823,Downtime in BREADBLAST06,3,minutes
15383325minutes,153833,Downtime in BREADBLAST05,25,minutes
15383422minutes,153834,Downtime in BREADBLAST05,22,minutes
16778721minutes,167787,Downtime in BREADBLAST04,21,minutes
16780713minutes,167807,Downtime in BREADBLAST06,13,minutes
1678080minutes,167808,Downtime in BREADBLAST06,0,minutes
1678165minutes,167816,Downtime in BREADBLAST06,5,minutes
167839157minutes,167839,Downtime in BREADBLAST06,157,minutes
16784110minutes,167841,Downtime in BREADBLAST06,10,minutes
167843209minutes,167843,Downtime in BREADBLAST04,209,minutes
16784621minutes,167846,Downtime in BREADBLAST04,21,minutes
16784815minutes,167848,Downtime in BREADBLAST04,15,minutes
16782521minutes,167825,Downtime in BREADBLAST04,21,minutes
16785339minutes,167853,Downtime in BREADBLAST04,39,minutes
16785932minutes,167859,Downtime in BREADBLAST06,32,minutes
16786227minutes,167862,Downtime in BREADBLAST06,27,minutes
16787023minutes,167870,Downtime in BREADBLAST04,23,minutes
16787420minutes,167874,Downtime in BREADBLAST04,20,minutes
1678513minutes,167851,Downtime in BREADBLAST06,3,minutes
16785430minutes,167854,Downtime in BREADBLAST06,30,minutes
16785843minutes,167858,Downtime in BREADBLAST04,43,minutes
16786447minutes,167864,Downtime in BREADBLAST04,47,minutes
1678652minutes,167865,Downtime in BREADBLAST06,2,minutes
16786721minutes,167867,Downtime in BREADBLAST04,21,minutes
16788143minutes,167881,Downtime in BREADBLAST06,43,minutes
1678824minutes,167882,Downtime in BREADBLAST06,4,minutes
16787621minutes,167876,Downtime in BREADBLAST04,21,minutes
1678845minutes,167884,Downtime in BREADBLAST06,5,minutes
15133912minutes,151339,Downtime in BREADBLAST06,12,minutes
15135814minutes,151358,Downtime in BREADBLAST05,14,minutes
15138512minutes,151385,Downtime in BREADBLAST07,12,minutes
15140223minutes,151402,Downtime in BREADBLAST06,23,minutes
15141822minutes,151418,Downtime in BREADBLAST07,22,minutes
15473321minutes,154733,Downtime in BREADBLAST05,21,minutes
1547342minutes,154734,Downtime in BREADBLAST05,2,minutes
15472121minutes,154721,Downtime in BREADBLAST05,21,minutes
15472527minutes,154725,Downtime in BREADBLAST05,27,minutes
15473027minutes,154730,Downtime in BREADBLAST04,27,minutes
15473224minutes,154732,Downtime in BREADBLAST05,24,minutes
15472322minutes,154723,Downtime in BREADBLAST05,22,minutes
15475817minutes,154758,Downtime in BREADBLAST04,17,minutes
15476218minutes,154762,Downtime in BREADBLAST04,18,minutes
1523044minutes,152304,Downtime in BREADBLAST06,4,minutes
15233621minutes,152336,Downtime in BREADBLAST06,21,minutes
1523514minutes,152351,Downtime in BREADBLAST06,4,minutes
15232016minutes,152320,Downtime in BREADBLAST07,16,minutes
15233711minutes,152337,Downtime in BREADBLAST06,11,minutes
1523434minutes,152343,Downtime in BREADBLAST06,4,minutes
1523440minutes,152344,Downtime in BREADBLAST04,0,minutes
152345720minutes,152345,Downtime in BREADBLAST04,720,minutes
152346-1minutes,152346,Downtime in BREADBLAST04,-1,minutes
15237632minutes,152376,Downtime in BREADBLAST07,32,minutes
1523580minutes,152358,Downtime in BREADBLAST04,0,minutes
152359720minutes,152359,Downtime in BREADBLAST04,720,minutes
152360-1minutes,152360,Downtime in BREADBLAST04,-1,minutes
1523632minutes,152363,Downtime in BREADBLAST06,2,minutes
15237532minutes,152375,Downtime in BREADBLAST07,32,minutes
15237823minutes,152378,Downtime in BREADBLAST06,23,minutes
15238550minutes,152385,Downtime in BREADBLAST06,50,minutes
152490717minutes,152490,Downtime in BREADBLAST06,717,minutes
15249181minutes,152491,Downtime in BREADBLAST06,81,minutes
1524923minutes,152492,Downtime in BREADBLAST06,3,minutes
15250221minutes,152502,Downtime in BREADBLAST06,21,minutes
15250723minutes,152507,Downtime in BREADBLAST06,23,minutes
15251615minutes,152516,Downtime in BREADBLAST07,15,minutes
15251041minutes,152510,Downtime in BREADBLAST06,41,minutes
1525358minutes,152535,Downtime in BREADBLAST05,8,minutes
15252444minutes,152524,Downtime in BREADBLAST06,44,minutes
15252085minutes,152520,Downtime in BREADBLAST06,85,minutes
15253145minutes,152531,Downtime in BREADBLAST06,45,minutes
1525323minutes,152532,Downtime in BREADBLAST05,3,minutes
15254423minutes,152544,Downtime in BREADBLAST06,23,minutes
15257538minutes,152575,Downtime in BREADBLAST06,38,minutes
15257921minutes,152579,Downtime in BREADBLAST06,21,minutes
15258129minutes,152581,Downtime in BREADBLAST04,29,minutes
15254840minutes,152548,Downtime in BREADBLAST04,40,minutes
152549720minutes,152549,Downtime in BREADBLAST04,720,minutes
152550720minutes,152550,Downtime in BREADBLAST04,720,minutes
152551720minutes,152551,Downtime in BREADBLAST04,720,minutes
152552720minutes,152552,Downtime in BREADBLAST04,720,minutes
152553720minutes,152553,Downtime in BREADBLAST04,720,minutes
152554720minutes,152554,Downtime in BREADBLAST04,720,minutes
152555720minutes,152555,Downtime in BREADBLAST04,720,minutes
152556720minutes,152556,Downtime in BREADBLAST04,720,minutes
152557720minutes,152557,Downtime in BREADBLAST04,720,minutes
152558720minutes,152558,Downtime in BREADBLAST04,720,minutes
15479321minutes,154793,Downtime in BREADBLAST06,21,minutes
15481825minutes,154818,Downtime in BREADBLAST07,25,minutes
15481915minutes,154819,Downtime in BREADBLAST07,15,minutes
15484435minutes,154844,Downtime in BREADBLAST04,35,minutes
1548843minutes,154884,Downtime in BREADBLAST05,3,minutes
152559720minutes,152559,Downtime in BREADBLAST04,720,minutes
152560720minutes,152560,Downtime in BREADBLAST04,720,minutes
152561720minutes,152561,Downtime in BREADBLAST04,720,minutes
152562720minutes,152562,Downtime in BREADBLAST04,720,minutes
152563720minutes,152563,Downtime in BREADBLAST04,720,minutes
152564720minutes,152564,Downtime in BREADBLAST04,720,minutes
152565720minutes,152565,Downtime in BREADBLAST04,720,minutes
152566720minutes,152566,Downtime in BREADBLAST04,720,minutes
152567720minutes,152567,Downtime in BREADBLAST04,720,minutes
152568720minutes,152568,Downtime in BREADBLAST04,720,minutes
152569720minutes,152569,Downtime in BREADBLAST04,720,minutes
152570720minutes,152570,Downtime in BREADBLAST04,720,minutes
152571720minutes,152571,Downtime in BREADBLAST04,720,minutes
152572720minutes,152572,Downtime in BREADBLAST04,720,minutes
152573720minutes,152573,Downtime in BREADBLAST04,720,minutes
152574596minutes,152574,Downtime in BREADBLAST04,596,minutes
15257826minutes,152578,Downtime in BREADBLAST04,26,minutes
15258225minutes,152582,Downtime in BREADBLAST04,25,minutes
1525836minutes,152583,Downtime in BREADBLAST04,6,minutes
15258894minutes,152588,Downtime in BREADBLAST06,94,minutes
15258964minutes,152589,Downtime in BREADBLAST06,64,minutes
152590131minutes,152590,Downtime in BREADBLAST06,131,minutes
1526018minutes,152601,Downtime in BREADBLAST04,8,minutes
15260232minutes,152602,Downtime in BREADBLAST04,32,minutes
15259124minutes,152591,Downtime in BREADBLAST04,24,minutes
1526049minutes,152604,Downtime in BREADBLAST04,9,minutes
1525923minutes,152592,Downtime in BREADBLAST04,3,minutes
15262025minutes,152620,Downtime in BREADBLAST04,25,minutes
15262220minutes,152622,Downtime in BREADBLAST04,20,minutes
15262620minutes,152626,Downtime in BREADBLAST04,20,minutes
15263813minutes,152638,Downtime in BREADBLAST05,13,minutes
15265130minutes,152651,Downtime in BREADBLAST07,30,minutes
15265526minutes,152655,Downtime in BREADBLAST04,26,minutes
15266212minutes,152662,Downtime in BREADBLAST04,12,minutes
15268612minutes,152686,Downtime in BREADBLAST07,12,minutes
15262436minutes,152624,Downtime in BREADBLAST04,36,minutes
15263918minutes,152639,Downtime in BREADBLAST04,18,minutes
151819185minutes,151819,Downtime in BREADBLAST06,185,minutes
1518973minutes,151897,Downtime in BREADBLAST06,3,minutes
15187716minutes,151877,Downtime in BREADBLAST06,16,minutes
1519003minutes,151900,Downtime in BREADBLAST06,3,minutes
1519013minutes,151901,Downtime in BREADBLAST06,3,minutes
1519263minutes,151926,Downtime in BREADBLAST06,3,minutes
16461424minutes,164614,Downtime in BREADBLAST06,24,minutes
1646296minutes,164629,Downtime in BREADBLAST06,6,minutes
16466027minutes,164660,Downtime in BREADBLAST04,27,minutes
16466313minutes,164663,Downtime in BREADBLAST04,13,minutes
16463922minutes,164639,Downtime in BREADBLAST04,22,minutes
16464623minutes,164646,Downtime in BREADBLAST04,23,minutes
1646474minutes,164647,Downtime in BREADBLAST04,4,minutes
1646409minutes,164640,Downtime in BREADBLAST04,9,minutes
15362320minutes,153623,Downtime in BREADBLAST05,20,minutes
15363322minutes,153633,Downtime in BREADBLAST05,22,minutes
15364022minutes,153640,Downtime in BREADBLAST05,22,minutes
15362521minutes,153625,Downtime in BREADBLAST05,21,minutes
1536262minutes,153626,Downtime in BREADBLAST06,2,minutes
1536274minutes,153627,Downtime in BREADBLAST06,4,minutes
15363024minutes,153630,Downtime in BREADBLAST05,24,minutes
15364324minutes,153643,Downtime in BREADBLAST05,24,minutes
15364421minutes,153644,Downtime in BREADBLAST05,21,minutes
1536674minutes,153667,Downtime in BREADBLAST06,4,minutes
15366849minutes,153668,Downtime in BREADBLAST07,49,minutes
15369715minutes,153697,Downtime in BREADBLAST06,15,minutes
15370833minutes,153708,Downtime in BREADBLAST05,33,minutes
15371012minutes,153710,Downtime in BREADBLAST05,12,minutes
1537099minutes,153709,Downtime in BREADBLAST05,9,minutes
1537416minutes,153741,Downtime in BREADBLAST06,6,minutes
1537434minutes,153743,Downtime in BREADBLAST06,4,minutes
15374822minutes,153748,Downtime in BREADBLAST05,22,minutes
15375020minutes,153750,Downtime in BREADBLAST05,20,minutes
1537235minutes,153723,Downtime in BREADBLAST06,5,minutes
15373520minutes,153735,Downtime in BREADBLAST05,20,minutes
1537367minutes,153736,Downtime in BREADBLAST05,7,minutes
1537386minutes,153738,Downtime in BREADBLAST06,6,minutes
1531802minutes,153180,Downtime in BREADBLAST05,2,minutes
15322323minutes,153223,Downtime in BREADBLAST06,23,minutes
15327811minutes,153278,Downtime in BREADBLAST05,11,minutes
15325926minutes,153259,Downtime in BREADBLAST06,26,minutes
15326510minutes,153265,Downtime in BREADBLAST07,10,minutes
15327626minutes,153276,Downtime in BREADBLAST05,26,minutes
15328713minutes,153287,Downtime in BREADBLAST04,13,minutes
1499276minutes,149927,Downtime in BREADBLAST05,6,minutes
14995415minutes,149954,Downtime in BREADBLAST07,15,minutes
14997414minutes,149974,Downtime in BREADBLAST06,14,minutes
15000029minutes,150000,Downtime in BREADBLAST05,29,minutes
15284820minutes,152848,Downtime in BREADBLAST04,20,minutes
15284995minutes,152849,Downtime in BREADBLAST06,95,minutes
152850720minutes,152850,Downtime in BREADBLAST06,720,minutes
152851720minutes,152851,Downtime in BREADBLAST06,720,minutes
152852720minutes,152852,Downtime in BREADBLAST06,720,minutes
152853456minutes,152853,Downtime in BREADBLAST06,456,minutes
15286612minutes,152866,Downtime in BREADBLAST04,12,minutes
15286329minutes,152863,Downtime in BREADBLAST04,29,minutes
1528792minutes,152879,Downtime in BREADBLAST04,2,minutes
1529023minutes,152902,Downtime in BREADBLAST06,3,minutes
1529032minutes,152903,Downtime in BREADBLAST06,2,minutes
15290566minutes,152905,Downtime in BREADBLAST04,66,minutes
15291217minutes,152912,Downtime in BREADBLAST06,17,minutes
15291824minutes,152918,Downtime in BREADBLAST04,24,minutes
15287445minutes,152874,Downtime in BREADBLAST07,45,minutes
152878102minutes,152878,Downtime in BREADBLAST04,102,minutes
15288220minutes,152882,Downtime in BREADBLAST04,20,minutes
1529235minutes,152923,Downtime in BREADBLAST06,5,minutes
1529253minutes,152925,Downtime in BREADBLAST06,3,minutes
15292625minutes,152926,Downtime in BREADBLAST04,25,minutes
15290043minutes,152900,Downtime in BREADBLAST04,43,minutes
15290622minutes,152906,Downtime in BREADBLAST06,22,minutes
15292111minutes,152921,Downtime in BREADBLAST06,11,minutes
1529499minutes,152949,Downtime in BREADBLAST05,9,minutes
15506135minutes,155061,Downtime in BREADBLAST07,35,minutes
1551066minutes,155106,Downtime in BREADBLAST04,6,minutes
15510016minutes,155100,Downtime in BREADBLAST04,16,minutes
15510117minutes,155101,Downtime in BREADBLAST04,17,minutes
15510521minutes,155105,Downtime in BREADBLAST04,21,minutes
1551080minutes,155108,Downtime in BREADBLAST06,0,minutes
155109720minutes,155109,Downtime in BREADBLAST06,720,minutes
155110-1minutes,155110,Downtime in BREADBLAST06,-1,minutes
15511520minutes,155115,Downtime in BREADBLAST07,20,minutes
15513612minutes,155136,Downtime in BREADBLAST07,12,minutes
15514227minutes,155142,Downtime in BREADBLAST05,27,minutes
15514313minutes,155143,Downtime in BREADBLAST05,13,minutes
15329325minutes,153293,Downtime in BREADBLAST04,25,minutes
15329411minutes,153294,Downtime in BREADBLAST04,11,minutes
1533022minutes,153302,Downtime in BREADBLAST04,2,minutes
1533133minutes,153313,Downtime in BREADBLAST05,3,minutes
15331421minutes,153314,Downtime in BREADBLAST05,21,minutes
15332228minutes,153322,Downtime in BREADBLAST05,28,minutes
15332412minutes,153324,Downtime in BREADBLAST05,12,minutes
15330124minutes,153301,Downtime in BREADBLAST05,24,minutes
15330324minutes,153303,Downtime in BREADBLAST05,24,minutes
15331814minutes,153318,Downtime in BREADBLAST05,14,minutes
1533318minutes,153331,Downtime in BREADBLAST05,8,minutes
15333023minutes,153330,Downtime in BREADBLAST05,23,minutes
1533342minutes,153334,Downtime in BREADBLAST05,2,minutes
1533444minutes,153344,Downtime in BREADBLAST05,4,minutes
15334227minutes,153342,Downtime in BREADBLAST05,27,minutes
15336014minutes,153360,Downtime in BREADBLAST06,14,minutes
15336317minutes,153363,Downtime in BREADBLAST05,17,minutes
15276924minutes,152769,Downtime in BREADBLAST04,24,minutes
1527774minutes,152777,Downtime in BREADBLAST04,4,minutes
15280221minutes,152802,Downtime in BREADBLAST04,21,minutes
1528040minutes,152804,Downtime in BREADBLAST06,0,minutes
152805720minutes,152805,Downtime in BREADBLAST06,720,minutes
152806-1minutes,152806,Downtime in BREADBLAST06,-1,minutes
1528070minutes,152807,Downtime in BREADBLAST06,0,minutes
152808720minutes,152808,Downtime in BREADBLAST06,720,minutes
15277220minutes,152772,Downtime in BREADBLAST04,20,minutes
15277511minutes,152775,Downtime in BREADBLAST04,11,minutes
152781720minutes,152781,Downtime in BREADBLAST06,720,minutes
